NDVI,NDWI,MSI,VV_dB,VH_dB,VV_VH_ratio,growth_fraction,crop_label,stage_label,stress_label,deficit_pct
0.739,0.395,1.032,-18.57,-12.8,1.451,0.29,Maize,Vegetative,Healthy,11.1
0.694,0.273,1.238,-19.09,-13.07,1.461,0.767,Rice,Maturity,Moderate Stress,30.1
0.319,0.123,1.583,-19.94,-14.3,1.394,0.05,Maize,Sowing,Severe Stress,58.7
0.301,0.129,1.561,-19.88,-14.38,1.382,0.954,Wheat,Harvest,Severe Stress,57.7
0.825,0.268,1.274,-19.15,-12.94,1.48,0.6,Maize,Heading/Flowering,Moderate Stress,31.0
0.88,0.235,1.361,-19.46,-13.2,1.474,0.508,Rice,Heading/Flowering,Moderate Stress,37.8
0.638,0.447,0.94,-18.23,-12.61,1.446,0.79,Maize,Maturity,Healthy,3.2
0.606,0.273,1.276,-19.19,-13.48,1.424,0.656,Pulses,Heading/Flowering,Moderate Stress,30.8
0.65,0.115,1.541,-20.04,-14.0,1.431,0.511,Pulses,Heading/Flowering,Severe Stress,57.6
0.796,0.211,1.391,-19.68,-13.26,1.484,0.6,Wheat,Heading/Flowering,Moderate Stress,43.6
0.446,0.392,1.028,-18.49,-13.29,1.391,0.833,Pulses,Maturity,Healthy,10.1
0.808,0.303,1.221,-19.15,-13.2,1.451,0.569,Wheat,Heading/Flowering,Mild Stress,29.1
0.777,0.43,0.995,-18.52,-12.52,1.479,0.33,Maize,Vegetative,Healthy,8.0
0.635,0.238,1.332,-19.27,-13.33,1.446,0.223,Wheat,Vegetative,Moderate Stress,36.2
0.648,0.188,1.437,-19.95,-13.88,1.437,0.533,Pulses,Heading/Flowering,Severe Stress,48.5
0.551,0.165,1.442,-19.54,-13.95,1.401,0.267,Pulses,Vegetative,Severe Stress,48.0
0.716,0.255,1.334,-19.23,-13.14,1.463,0.292,Wheat,Vegetative,Moderate Stress,35.7
0.644,0.386,1.088,-18.62,-12.85,1.449,0.556,Pulses,Heading/Flowering,Healthy,14.3
0.844,0.196,1.394,-19.74,-13.47,1.465,0.617,Rice,Heading/Flowering,Moderate Stress,44.1
0.443,0.393,1.045,-18.4,-13.22,1.392,0.108,Wheat,Vegetative,Healthy,10.1
0.858,0.232,1.355,-19.69,-13.08,1.505,0.408,Rice,Vegetative,Moderate Stress,41.0
0.202,0.352,1.137,-19.01,-13.8,1.378,0.022,Pulses,Sowing,Mild Stress,17.3
0.768,0.223,1.359,-19.62,-13.21,1.485,0.68,Maize,Heading/Flowering,Moderate Stress,41.0
0.841,0.237,1.324,-19.55,-13.02,1.502,0.56,Maize,Heading/Flowering,Moderate Stress,36.6
0.793,0.174,1.452,-19.55,-13.5,1.448,0.35,Maize,Vegetative,Severe Stress,48.1
0.229,0.182,1.403,-19.64,-14.41,1.363,0.967,Pulses,Harvest,Moderate Stress,44.9
0.871,0.347,1.129,-18.89,-12.81,1.475,0.558,Rice,Heading/Flowering,Mild Stress,20.2
0.231,0.162,1.484,-19.81,-14.5,1.366,0.023,Wheat,Sowing,Severe Stress,49.9
0.459,0.324,1.15,-19.1,-13.19,1.448,0.885,Wheat,Maturity,Mild Stress,21.1
0.321,0.237,1.319,-19.58,-14.04,1.395,0.054,Wheat,Sowing,Moderate Stress,37.2
0.827,0.245,1.347,-19.28,-13.4,1.439,0.642,Rice,Heading/Flowering,Moderate Stress,38.3
0.858,0.227,1.382,-19.53,-12.98,1.505,0.408,Rice,Vegetative,Moderate Stress,39.4
0.303,0.41,1.015,-18.7,-13.3,1.406,0.958,Rice,Harvest,Healthy,6.7
0.428,0.13,1.554,-19.92,-14.3,1.393,0.9,Wheat,Maturity,Severe Stress,55.4
0.777,0.408,1.021,-18.58,-12.51,1.485,0.33,Maize,Vegetative,Healthy,9.7
0.644,0.356,1.165,-19.03,-13.1,1.453,0.556,Pulses,Heading/Flowering,Mild Stress,20.0
0.667,0.304,1.2,-19.22,-13.13,1.464,0.23,Maize,Vegetative,Mild Stress,26.4
0.541,0.227,1.334,-19.27,-13.56,1.421,0.256,Pulses,Vegetative,Moderate Stress,38.7
0.585,0.236,1.33,-19.38,-13.43,1.443,0.311,Pulses,Vegetative,Moderate Stress,36.8
0.522,0.461,0.959,-18.42,-12.82,1.437,0.14,Maize,Vegetative,Healthy,2.1
0.229,0.153,1.54,-19.89,-14.3,1.391,0.033,Pulses,Sowing,Severe Stress,53.8
0.645,0.372,1.102,-18.74,-12.84,1.46,0.769,Wheat,Maturity,Mild Stress,16.0
0.256,0.305,1.261,-19.11,-14.0,1.365,0.969,Wheat,Harvest,Mild Stress,28.7
0.813,0.477,0.926,-18.29,-12.33,1.483,0.446,Wheat,Vegetative,Healthy,0.2
0.46,0.256,1.303,-19.16,-13.5,1.419,0.178,Pulses,Vegetative,Moderate Stress,34.0
0.849,0.458,0.946,-18.46,-12.48,1.479,0.52,Maize,Heading/Flowering,Healthy,3.3
0.759,0.155,1.475,-19.76,-13.7,1.442,0.69,Maize,Heading/Flowering,Severe Stress,51.2
0.575,0.393,1.047,-18.79,-12.82,1.466,0.83,Maize,Maturity,Healthy,12.2
0.8,0.207,1.382,-19.65,-13.34,1.473,0.325,Rice,Vegetative,Moderate Stress,41.8
0.807,0.42,1.005,-18.47,-12.31,1.5,0.63,Maize,Heading/Flowering,Healthy,5.1
0.303,0.39,1.076,-18.45,-13.48,1.369,0.042,Rice,Sowing,Healthy,11.6
0.644,0.428,0.953,-18.25,-12.87,1.418,0.556,Pulses,Heading/Flowering,Healthy,3.8
0.229,0.447,0.945,-18.44,-13.43,1.373,0.033,Pulses,Sowing,Healthy,2.2
0.603,0.408,0.998,-18.67,-12.94,1.443,0.8,Wheat,Maturity,Healthy,7.1
0.229,0.138,1.487,-19.72,-14.32,1.377,0.967,Pulses,Harvest,Severe Stress,52.2
0.179,0.424,0.973,-18.63,-13.35,1.396,0.992,Rice,Harvest,Healthy,4.3
0.359,0.126,1.515,-19.82,-14.08,1.408,0.931,Wheat,Harvest,Severe Stress,54.4
0.216,0.41,1.014,-18.57,-13.63,1.362,0.017,Rice,Sowing,Healthy,10.3
0.428,0.254,1.325,-19.45,-13.58,1.432,0.9,Wheat,Maturity,Moderate Stress,36.7
0.645,0.301,1.245,-19.24,-13.16,1.462,0.231,Wheat,Vegetative,Mild Stress,29.8
0.875,0.347,1.125,-18.9,-12.66,1.493,0.458,Rice,Heading/Flowering,Mild Stress,20.2
0.648,0.421,1.014,-18.39,-12.7,1.448,0.467,Pulses,Heading/Flowering,Healthy,7.2
0.728,0.184,1.429,-19.48,-13.66,1.426,0.28,Maize,Vegetative,Severe Stress,45.9
0.815,0.425,1.018,-18.52,-12.65,1.464,0.546,Wheat,Heading/Flowering,Healthy,8.5
0.878,0.364,1.062,-18.68,-12.43,1.503,0.475,Rice,Heading/Flowering,Healthy,14.6
0.52,0.448,0.944,-18.3,-12.7,1.441,0.233,Pulses,Vegetative,Healthy,0.9
0.179,0.425,0.984,-18.29,-13.58,1.347,0.992,Rice,Harvest,Healthy,5.3
0.171,0.171,1.469,-19.65,-14.5,1.355,0.989,Pulses,Harvest,Severe Stress,48.4
0.573,0.223,1.359,-19.48,-13.73,1.419,0.158,Rice,Vegetative,Moderate Stress,38.4
0.814,0.222,1.359,-19.72,-13.43,1.468,0.658,Rice,Heading/Flowering,Moderate Stress,41.5
0.796,0.346,1.161,-19.09,-12.93,1.476,0.6,Wheat,Heading/Flowering,Mild Stress,20.9
0.591,0.257,1.334,-19.46,-13.52,1.439,0.192,Wheat,Vegetative,Moderate Stress,37.1
0.88,0.198,1.423,-19.56,-13.14,1.489,0.5,Rice,Heading/Flowering,Severe Stress,46.2
0.508,0.191,1.472,-19.84,-13.9,1.427,0.125,Rice,Vegetative,Severe Stress,47.8
0.569,0.398,1.046,-18.75,-13.08,1.433,0.711,Pulses,Maturity,Healthy,10.6
0.807,0.378,1.045,-18.84,-12.49,1.508,0.37,Maize,Vegetative,Healthy,12.6
0.297,0.439,1.015,-18.41,-13.48,1.366,0.067,Pulses,Sowing,Healthy,6.3
0.573,0.466,0.924,-18.51,-12.59,1.47,0.842,Rice,Maturity,Healthy,1.7
0.682,0.315,1.226,-19.1,-13.13,1.455,0.775,Rice,Maturity,Mild Stress,26.7
0.749,0.173,1.449,-19.69,-13.33,1.477,0.3,Maize,Vegetative,Severe Stress,46.7
0.569,0.322,1.162,-19.03,-13.34,1.427,0.289,Pulses,Vegetative,Mild Stress,22.5
0.316,0.153,1.531,-19.95,-14.47,1.379,0.078,Pulses,Sowing,Severe Stress,53.4
0.541,0.32,1.182,-19.19,-13.43,1.429,0.256,Pulses,Vegetative,Mild Stress,23.2
0.793,0.385,1.046,-18.83,-12.54,1.502,0.35,Maize,Vegetative,Healthy,12.1
0.813,0.422,1.003,-18.41,-12.48,1.475,0.554,Wheat,Heading/Flowering,Healthy,8.2
0.617,0.331,1.163,-19.07,-12.99,1.468,0.817,Rice,Maturity,Mild Stress,20.6
0.844,0.126,1.589,-20.13,-13.56,1.485,0.617,Rice,Heading/Flowering,Severe Stress,58.2
0.585,0.267,1.305,-19.24,-13.65,1.41,0.311,Pulses,Vegetative,Moderate Stress,35.5
0.612,0.379,1.067,-18.78,-12.86,1.46,0.356,Pulses,Vegetative,Healthy,14.9
0.248,0.258,1.291,-19.33,-13.82,1.399,0.975,Rice,Harvest,Moderate Stress,34.4
0.359,0.202,1.391,-19.63,-14.15,1.387,0.931,Wheat,Harvest,Moderate Stress,44.0
0.585,0.163,1.483,-19.65,-13.66,1.439,0.689,Pulses,Heading/Flowering,Severe Stress,48.6
0.606,0.43,0.976,-18.46,-12.86,1.435,0.344,Pulses,Vegetative,Healthy,5.0
0.585,0.418,1.01,-18.55,-12.78,1.451,0.311,Pulses,Vegetative,Healthy,8.0
0.279,0.303,1.232,-19.12,-13.95,1.371,0.038,Wheat,Sowing,Mild Stress,28.8
0.428,0.288,1.247,-19.22,-13.72,1.401,0.9,Wheat,Maturity,Mild Stress,27.8
0.557,0.15,1.524,-19.94,-13.96,1.428,0.85,Rice,Maturity,Severe Stress,52.3
0.516,0.32,1.157,-19.1,-13.43,1.422,0.146,Wheat,Vegetative,Mild Stress,23.1
0.844,0.205,1.403,-19.6,-13.46,1.456,0.55,Maize,Heading/Flowering,Severe Stress,45.2
0.573,0.23,1.395,-19.71,-13.7,1.439,0.842,Rice,Maturity,Moderate Stress,41.1
0.7,0.138,1.513,-20.05,-13.8,1.453,0.723,Wheat,Maturity,Severe Stress,53.3
0.7,0.339,1.155,-18.83,-12.87,1.463,0.723,Wheat,Maturity,Mild Stress,22.0
0.557,0.099,1.585,-19.9,-14.15,1.406,0.15,Rice,Vegetative,Severe Stress,58.9
0.446,0.137,1.481,-19.67,-14.08,1.397,0.833,Pulses,Maturity,Severe Stress,52.3
0.821,0.337,1.136,-19.09,-12.69,1.504,0.35,Rice,Vegetative,Mild Stress,21.2
0.371,0.428,0.943,-18.26,-13.15,1.389,0.07,Maize,Sowing,Healthy,3.8
0.359,0.196,1.406,-19.77,-13.93,1.419,0.931,Wheat,Harvest,Moderate Stress,42.6
0.834,0.256,1.345,-19.55,-13.07,1.496,0.58,Maize,Heading/Flowering,Moderate Stress,37.3
0.783,0.148,1.511,-19.72,-13.63,1.447,0.377,Wheat,Vegetative,Severe Stress,53.5
0.784,0.132,1.578,-19.83,-13.56,1.462,0.308,Rice,Vegetative,Severe Stress,57.5
0.716,0.294,1.228,-19.05,-13.11,1.453,0.292,Wheat,Vegetative,Mild Stress,29.8
0.803,0.302,1.19,-19.07,-13.09,1.457,0.585,Wheat,Heading/Flowering,Mild Stress,25.0
0.65,0.321,1.22,-18.97,-13.18,1.439,0.5,Pulses,Heading/Flowering,Mild Stress,25.2
0.395,0.446,0.95,-18.38,-13.16,1.397,0.075,Rice,Sowing,Healthy,1.3
0.848,0.248,1.305,-19.38,-12.92,1.5,0.53,Maize,Heading/Flowering,Moderate Stress,34.7
0.432,0.216,1.375,-19.44,-13.72,1.417,0.844,Pulses,Maturity,Moderate Stress,40.0
0.642,0.247,1.278,-19.14,-13.59,1.408,0.433,Pulses,Vegetative,Moderate Stress,34.0
0.749,0.301,1.248,-19.02,-13.04,1.459,0.3,Maize,Vegetative,Mild Stress,29.1
0.716,0.346,1.168,-19.06,-13.02,1.464,0.292,Wheat,Vegetative,Mild Stress,21.2
0.694,0.271,1.301,-19.34,-13.12,1.474,0.767,Rice,Maturity,Moderate Stress,32.1
0.602,0.37,1.092,-18.89,-13.06,1.446,0.175,Rice,Vegetative,Healthy,14.3
0.878,0.374,1.095,-18.85,-12.76,1.477,0.475,Rice,Heading/Flowering,Mild Stress,15.6
0.779,0.109,1.571,-19.94,-13.77,1.448,0.631,Wheat,Heading/Flowering,Severe Stress,58.7
0.865,0.342,1.136,-18.79,-12.79,1.469,0.575,Rice,Heading/Flowering,Mild Stress,18.1
0.497,0.127,1.564,-19.83,-14.04,1.412,0.211,Pulses,Vegetative,Severe Stress,56.9
0.575,0.217,1.404,-19.69,-13.74,1.433,0.83,Maize,Maturity,Moderate Stress,42.3
0.541,0.263,1.291,-19.28,-13.73,1.404,0.858,Rice,Maturity,Moderate Stress,33.9
0.321,0.137,1.543,-19.93,-14.44,1.38,0.946,Wheat,Harvest,Severe Stress,54.0
0.291,0.333,1.213,-19.16,-13.64,1.405,0.04,Maize,Sowing,Mild Stress,24.1
0.768,0.444,0.981,-18.28,-12.7,1.439,0.646,Wheat,Heading/Flowering,Healthy,3.3
0.573,0.136,1.554,-19.91,-13.79,1.444,0.842,Rice,Maturity,Severe Stress,56.1
0.229,0.221,1.355,-19.46,-14.32,1.359,0.967,Pulses,Harvest,Moderate Stress,40.3
0.878,0.358,1.126,-18.86,-12.69,1.486,0.525,Rice,Heading/Flowering,Mild Stress,19.1
0.85,0.413,1.021,-18.43,-12.58,1.465,0.51,Maize,Heading/Flowering,Healthy,8.9
0.225,0.371,1.135,-18.97,-13.47,1.408,0.02,Maize,Sowing,Mild Stress,17.1
0.808,0.197,1.425,-19.61,-13.33,1.471,0.431,Wheat,Vegetative,Moderate Stress,43.7
0.636,0.419,1.042,-18.74,-12.81,1.463,0.411,Pulses,Vegetative,Healthy,9.8
0.485,0.155,1.487,-19.99,-14.11,1.417,0.2,Pulses,Vegetative,Severe Stress,50.1
0.82,0.112,1.589,-20.06,-13.48,1.488,0.61,Maize,Heading/Flowering,Severe Stress,59.3
0.402,0.454,0.95,-18.12,-12.83,1.412,0.133,Pulses,Vegetative,Healthy,0.4
0.854,0.307,1.251,-19.3,-12.75,1.514,0.6,Rice,Heading/Flowering,Mild Stress,27.7
0.644,0.175,1.459,-19.63,-13.75,1.428,0.2,Rice,Vegetative,Severe Stress,49.9
0.693,0.362,1.135,-18.84,-13.15,1.433,0.75,Maize,Maturity,Mild Stress,18.2
0.172,0.418,1.007,-18.75,-13.52,1.387,0.008,Wheat,Sowing,Healthy,9.2
0.46,0.242,1.353,-19.51,-13.79,1.415,0.178,Pulses,Vegetative,Moderate Stress,39.2
0.171,0.227,1.339,-19.53,-14.13,1.382,0.989,Pulses,Harvest,Moderate Stress,38.7
0.353,0.25,1.296,-19.46,-13.85,1.405,0.1,Pulses,Vegetative,Moderate Stress,35.9
0.623,0.224,1.344,-19.63,-13.55,1.449,0.378,Pulses,Vegetative,Moderate Stress,37.7
0.683,0.271,1.263,-19.4,-13.4,1.448,0.738,Wheat,Maturity,Moderate Stress,30.8
0.839,0.443,0.963,-18.33,-12.39,1.479,0.625,Rice,Heading/Flowering,Healthy,3.5
0.844,0.421,1.022,-18.47,-12.36,1.494,0.383,Rice,Vegetative,Healthy,9.8
0.371,0.348,1.112,-18.85,-13.33,1.414,0.07,Maize,Sowing,Mild Stress,17.4
0.602,0.236,1.334,-19.3,-13.7,1.409,0.825,Rice,Maturity,Moderate Stress,37.7
0.862,0.342,1.155,-18.85,-12.71,1.483,0.583,Rice,Heading/Flowering,Mild Stress,19.4
0.793,0.228,1.401,-19.73,-13.25,1.489,0.35,Maize,Vegetative,Moderate Stress,41.1
0.608,0.45,0.91,-18.24,-12.59,1.449,0.19,Maize,Vegetative,Healthy,0.8
0.636,0.343,1.165,-18.76,-13.12,1.43,0.589,Pulses,Heading/Flowering,Mild Stress,20.4
0.875,0.392,1.049,-18.66,-12.6,1.481,0.542,Rice,Heading/Flowering,Healthy,13.3
0.567,0.312,1.206,-19.19,-13.49,1.423,0.823,Wheat,Maturity,Mild Stress,27.6
0.321,0.335,1.15,-18.87,-13.54,1.394,0.946,Wheat,Harvest,Mild Stress,20.9
0.418,0.27,1.246,-19.44,-13.69,1.42,0.856,Pulses,Maturity,Moderate Stress,31.4
0.291,0.183,1.422,-19.53,-14.01,1.394,0.04,Maize,Sowing,Moderate Stress,44.7
0.727,0.375,1.068,-18.66,-12.84,1.453,0.742,Rice,Maturity,Healthy,13.6
0.542,0.214,1.368,-19.66,-13.8,1.425,0.838,Wheat,Maturity,Moderate Stress,41.4
0.623,0.442,0.949,-18.57,-12.8,1.451,0.622,Pulses,Heading/Flowering,Healthy,2.6
0.359,0.419,0.993,-18.48,-13.25,1.395,0.931,Wheat,Harvest,Healthy,7.1
0.591,0.169,1.432,-19.79,-13.82,1.432,0.192,Wheat,Vegetative,Severe Stress,46.9
0.644,0.22,1.361,-19.4,-13.4,1.448,0.2,Rice,Vegetative,Moderate Stress,40.2
0.693,0.33,1.155,-18.88,-12.92,1.461,0.75,Maize,Maturity,Mild Stress,20.9
0.875,0.267,1.306,-19.16,-12.97,1.477,0.542,Rice,Heading/Flowering,Moderate Stress,34.2
0.808,0.203,1.414,-19.42,-13.44,1.445,0.431,Wheat,Vegetative,Moderate Stress,42.9
0.603,0.139,1.511,-19.99,-14.05,1.423,0.2,Wheat,Vegetative,Severe Stress,55.5
0.649,0.22,1.37,-19.65,-13.38,1.469,0.522,Pulses,Heading/Flowering,Moderate Stress,41.9
0.774,0.163,1.475,-19.89,-13.67,1.455,0.362,Wheat,Vegetative,Severe Stress,50.1
0.871,0.431,1.0,-18.43,-12.55,1.469,0.442,Rice,Vegetative,Healthy,6.8
0.692,0.295,1.252,-19.23,-13.26,1.45,0.269,Wheat,Vegetative,Mild Stress,29.7
0.555,0.335,1.155,-18.86,-13.32,1.416,0.169,Wheat,Vegetative,Mild Stress,19.7
0.483,0.108,1.57,-19.92,-14.17,1.406,0.88,Maize,Maturity,Severe Stress,58.6
0.844,0.41,1.035,-18.66,-12.67,1.473,0.55,Maize,Heading/Flowering,Healthy,11.3
0.229,0.331,1.17,-18.8,-13.85,1.357,0.967,Pulses,Harvest,Mild Stress,22.0
0.624,0.316,1.204,-19.03,-13.16,1.446,0.785,Wheat,Maturity,Mild Stress,26.3
0.865,0.318,1.166,-19.2,-12.88,1.491,0.425,Rice,Vegetative,Mild Stress,24.0
0.395,0.348,1.189,-19.01,-13.45,1.413,0.075,Rice,Sowing,Mild Stress,21.8
0.46,0.374,1.093,-18.71,-13.1,1.428,0.178,Pulses,Vegetative,Healthy,14.0
0.26,0.191,1.441,-19.85,-14.15,1.403,0.97,Maize,Harvest,Severe Stress,47.4
0.253,0.25,1.308,-19.54,-13.96,1.4,0.956,Pulses,Harvest,Moderate Stress,36.2
0.608,0.182,1.446,-19.85,-13.53,1.467,0.19,Maize,Vegetative,Severe Stress,46.1
0.599,0.229,1.32,-19.35,-13.58,1.425,0.333,Pulses,Vegetative,Moderate Stress,37.7
0.502,0.281,1.275,-19.11,-13.56,1.409,0.138,Wheat,Vegetative,Mild Stress,29.9
0.623,0.343,1.114,-18.95,-12.92,1.467,0.2,Maize,Vegetative,Mild Stress,18.2
0.599,0.401,1.036,-18.85,-13.14,1.435,0.667,Pulses,Heading/Flowering,Healthy,12.1
0.749,0.327,1.134,-18.8,-13.03,1.443,0.7,Maize,Maturity,Mild Stress,20.6
0.516,0.163,1.5,-19.93,-13.91,1.433,0.854,Wheat,Maturity,Severe Stress,52.8
0.617,0.313,1.232,-19.14,-13.32,1.437,0.633,Pulses,Heading/Flowering,Mild Stress,27.6
0.419,0.418,1.037,-18.68,-13.27,1.408,0.91,Maize,Maturity,Healthy,9.8
0.577,0.185,1.446,-19.86,-13.68,1.452,0.7,Pulses,Maturity,Severe Stress,45.8
0.592,0.262,1.299,-19.18,-13.48,1.423,0.678,Pulses,Heading/Flowering,Moderate Stress,33.7
0.801,0.241,1.321,-19.21,-13.06,1.471,0.64,Maize,Heading/Flowering,Moderate Stress,35.5
0.834,0.441,0.966,-18.26,-12.61,1.448,0.42,Maize,Vegetative,Healthy,3.7
0.844,0.182,1.471,-19.82,-13.51,1.467,0.45,Maize,Heading/Flowering,Severe Stress,48.6
0.85,0.441,0.977,-18.47,-12.38,1.492,0.49,Maize,Heading/Flowering,Healthy,5.8
0.396,0.219,1.374,-19.61,-14.07,1.394,0.08,Maize,Vegetative,Moderate Stress,39.7
0.488,0.165,1.509,-20.01,-13.88,1.442,0.131,Wheat,Vegetative,Severe Stress,52.1
0.319,0.296,1.242,-18.95,-13.7,1.383,0.05,Maize,Sowing,Mild Stress,27.7
0.627,0.444,0.951,-18.52,-12.54,1.477,0.389,Pulses,Vegetative,Healthy,1.2
0.85,0.253,1.301,-19.48,-13.12,1.485,0.49,Maize,Heading/Flowering,Moderate Stress,34.2
0.418,0.217,1.386,-19.37,-13.92,1.392,0.144,Pulses,Vegetative,Moderate Stress,41.5
0.653,0.258,1.331,-19.49,-13.41,1.453,0.22,Maize,Vegetative,Moderate Stress,36.9
0.335,0.16,1.5,-19.65,-14.12,1.392,0.911,Pulses,Maturity,Severe Stress,50.8
0.784,0.37,1.088,-18.7,-12.59,1.485,0.308,Rice,Vegetative,Mild Stress,15.9
0.807,0.209,1.394,-19.69,-13.43,1.466,0.667,Rice,Heading/Flowering,Moderate Stress,44.6
0.751,0.366,1.124,-18.85,-12.65,1.49,0.669,Wheat,Heading/Flowering,Mild Stress,16.4
0.577,0.344,1.136,-19.09,-13.06,1.462,0.3,Pulses,Vegetative,Mild Stress,20.8
0.841,0.235,1.382,-19.65,-13.02,1.509,0.56,Maize,Heading/Flowering,Moderate Stress,39.8
0.623,0.294,1.246,-19.29,-13.43,1.436,0.8,Maize,Maturity,Moderate Stress,30.9
0.779,0.244,1.29,-19.19,-13.14,1.46,0.369,Wheat,Vegetative,Moderate Stress,34.6
0.627,0.119,1.52,-19.8,-13.83,1.432,0.389,Pulses,Vegetative,Severe Stress,56.2
0.473,0.196,1.386,-19.42,-13.72,1.415,0.811,Pulses,Maturity,Moderate Stress,43.6
0.497,0.371,1.071,-18.69,-13.12,1.425,0.211,Pulses,Vegetative,Healthy,14.4
0.636,0.351,1.15,-18.96,-13.07,1.451,0.589,Pulses,Heading/Flowering,Mild Stress,19.1
0.435,0.311,1.196,-19.01,-13.6,1.398,0.908,Rice,Maturity,Mild Stress,24.7
0.483,0.239,1.301,-19.56,-13.54,1.445,0.88,Maize,Maturity,Moderate Stress,36.1
0.276,0.38,1.094,-18.71,-13.33,1.404,0.033,Rice,Sowing,Healthy,14.7
0.627,0.218,1.364,-19.57,-13.62,1.437,0.611,Pulses,Heading/Flowering,Moderate Stress,38.8
0.276,0.381,1.094,-18.69,-13.54,1.38,0.033,Rice,Sowing,Mild Stress,15.5
0.784,0.156,1.496,-19.66,-13.49,1.457,0.692,Rice,Heading/Flowering,Severe Stress,51.2
0.459,0.152,1.509,-19.9,-13.95,1.427,0.115,Wheat,Vegetative,Severe Stress,51.6
0.591,0.144,1.54,-20.11,-13.82,1.455,0.808,Wheat,Maturity,Severe Stress,53.8
0.485,0.383,1.074,-18.66,-13.36,1.397,0.2,Pulses,Vegetative,Healthy,14.2
0.82,0.275,1.232,-19.16,-13.06,1.467,0.5,Wheat,Heading/Flowering,Mild Stress,29.8
0.838,0.18,1.496,-19.63,-13.26,1.48,0.43,Maize,Vegetative,Severe Stress,49.9
0.12,0.311,1.192,-19.23,-14.12,1.362,1.0,Rice,Harvest,Mild Stress,25.4
0.838,0.309,1.193,-19.23,-12.74,1.509,0.57,Maize,Heading/Flowering,Mild Stress,24.5
0.441,0.114,1.571,-20.05,-14.11,1.421,0.9,Maize,Maturity,Severe Stress,56.9
0.775,0.14,1.496,-19.72,-13.71,1.438,0.3,Rice,Vegetative,Severe Stress,52.8
0.825,0.443,0.952,-18.4,-12.53,1.468,0.4,Maize,Vegetative,Healthy,1.3
0.819,0.372,1.084,-18.89,-12.61,1.498,0.477,Wheat,Heading/Flowering,Mild Stress,15.2
0.483,0.417,1.021,-18.57,-12.97,1.432,0.88,Maize,Maturity,Healthy,7.3
0.202,0.125,1.513,-19.8,-14.48,1.367,0.022,Pulses,Sowing,Severe Stress,54.6
0.82,0.426,0.963,-18.51,-12.66,1.462,0.39,Maize,Vegetative,Healthy,5.4
0.395,0.14,1.507,-20.0,-14.16,1.412,0.925,Rice,Harvest,Severe Stress,53.4
0.276,0.372,1.125,-18.9,-13.63,1.387,0.056,Pulses,Sowing,Mild Stress,16.4
0.592,0.202,1.403,-19.48,-13.69,1.423,0.678,Pulses,Heading/Flowering,Moderate Stress,44.2
0.418,0.174,1.493,-19.85,-13.93,1.425,0.144,Pulses,Vegetative,Severe Stress,49.5
0.846,0.256,1.328,-19.55,-13.1,1.492,0.54,Maize,Heading/Flowering,Moderate Stress,36.1
0.171,0.464,0.954,-18.17,-13.27,1.369,0.989,Pulses,Harvest,Healthy,1.6
0.316,0.402,1.016,-18.57,-13.4,1.386,0.922,Pulses,Harvest,Healthy,8.2
0.705,0.431,0.968,-18.43,-12.78,1.442,0.74,Maize,Maturity,Healthy,4.9
0.435,0.244,1.324,-19.53,-13.81,1.414,0.908,Rice,Maturity,Moderate Stress,35.6
0.585,0.146,1.505,-19.86,-14.07,1.412,0.689,Pulses,Heading/Flowering,Severe Stress,52.4
0.807,0.402,1.032,-18.8,-12.5,1.504,0.37,Maize,Vegetative,Healthy,11.9
0.46,0.396,1.075,-18.84,-13.23,1.424,0.822,Pulses,Maturity,Healthy,13.5
0.248,0.429,0.959,-18.38,-13.25,1.387,0.975,Rice,Harvest,Healthy,5.3
0.351,0.307,1.19,-18.85,-13.58,1.388,0.058,Rice,Sowing,Mild Stress,24.1
0.692,0.405,1.04,-18.42,-12.85,1.433,0.731,Wheat,Maturity,Healthy,10.2
0.606,0.176,1.459,-19.98,-13.89,1.438,0.656,Pulses,Heading/Flowering,Severe Stress,49.6
0.657,0.117,1.525,-20.04,-13.82,1.45,0.208,Rice,Vegetative,Severe Stress,56.8
0.646,0.419,0.993,-18.72,-12.98,1.442,0.544,Pulses,Heading/Flowering,Healthy,7.8
0.346,0.235,1.369,-19.51,-13.87,1.407,0.94,Maize,Harvest,Moderate Stress,40.6
0.276,0.359,1.11,-18.68,-13.47,1.387,0.033,Rice,Sowing,Mild Stress,17.4
0.854,0.252,1.316,-19.28,-12.91,1.493,0.4,Rice,Vegetative,Moderate Stress,35.0
0.485,0.155,1.525,-19.92,-13.99,1.424,0.2,Pulses,Vegetative,Severe Stress,52.3
0.694,0.316,1.18,-19.17,-13.25,1.447,0.767,Rice,Maturity,Mild Stress,23.0
0.591,0.274,1.293,-19.19,-13.54,1.417,0.192,Wheat,Vegetative,Moderate Stress,33.4
0.65,0.118,1.581,-20.02,-13.92,1.438,0.511,Pulses,Heading/Flowering,Severe Stress,59.8
0.204,0.36,1.074,-18.91,-13.47,1.404,0.015,Wheat,Sowing,Mild Stress,15.2
0.253,0.341,1.167,-19.0,-13.71,1.386,0.956,Pulses,Harvest,Mild Stress,22.3
0.757,0.398,1.022,-18.61,-12.79,1.455,0.283,Rice,Vegetative,Healthy,10.2
0.473,0.433,0.996,-18.43,-12.92,1.426,0.189,Pulses,Vegetative,Healthy,5.4
